titulo,descripcion,fecha_publicacion,etiquetas,categoria_id,thumbnails,idioma,vistas,likes,dislikes,comentarios,favoritos,duracion,dimension,definicion,caption,proyeccion,estado_upload,estado_privacidad,licencia,embeddable,publicStatsViewable,madeForKids
Trolls en Chivalry | TROLLING EN LA EDAD MEDIA | w/ Willyrex,"Like para moar chivalry y mas cabezas rodando! :D

Nuestro gran amigo ""GoGorila"" era mas troll que nadie lol.",2012-11-14T16:27:55Z,"['elrubius', 'elrubiusomg', 'rubius', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'lolazo', 'rofl', 'lulz', 'locuras', 'locura', 'loco', 'chivalry', 'medieval', 'troll', 'trolls', 'willyrex', 'cortes', 'camara lenta', 'call me maybe', 'call me', 'edad media', 'edad', 'media', 'montaje', 'muerte', 'cortar', 'cabeza', 'head', 'cortando', 'gorila', 'gameplay', 'hacha', 'arco', 'flecha', 'humor', 'Troll (Internet)', 'troleando', 'trolleando']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,3439830,78259,0,6367,0,PT5M9S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
Game Live Night | HALO 4 en DIRECTO! Pwning Some Noobs,"Like para mas Game Nights! :D Parece que funciona perfectamente asi que podre hacerlo!

(Yeha! Primera vez que hago directo con la consola. Esperemos que vaya bien xD
Si teneis Xbox buscad mi perfil y entrad para jugar! :D)",2012-11-11T21:42:56Z,"['elrubius', 'rubius', 'elrubiusomg', 'halo', 'halo 4', 'directo', 'emision', 'partida', 'regicidio', 'noobs', 'noob', 'troll']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,1232973,30849,0,403,0,PT41M30S,2d,sd,false,rectangular,processed,public,youtube,True,True,False
"Vlog | EPIC HALO 4, Skyrim en la VIDA REAL y Superheroes TROLLS","Like si tu tambien querias un MUFFIN! UN MUFFIN!! 
Cajas negras, Cajas negras Everywhere.
Mangels Channel: http://www.youtube.com/user/mangelrogel",2012-11-08T16:18:58Z,"['elrubius', 'elrubiusomg', 'rubius', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'lolazo', 'rofl', 'lulz', 'locuras', 'locura', 'loco', 'vlog', 'halo', 'halo 4', 'iron', 'man', 'heroes', 'marvel', 'vengadores', 'mangel', 'mangelrogel', 'fnac', 'corte ingles', 'troll', 'trolls', 'dj', 'musica', 'skyrim', 'vida real', 'real life', 'mujer francesa', 'blog', 'madrid', 'tienda', 'juegos', 'videojuegos']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,7461619,205145,0,12562,0,PT6M8S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
Slender Troll | ASUSTANDO A MI HAMIJO MIENTRAS DUERME,"Like por el gato del infierno con laseres en los ojos!
Slenderman se lo pasa bien asustando a Mangel.
Canal de mangelrogel: http://www.youtube.com/user/mangelrogel",2012-10-29T17:35:02Z,"['elrubius', 'elrubiusomg', 'rubius', 'slender', 'slenderman', 'vida', 'real', 'real life', 'realidad', 'humano', 'halloween', 'haloween', 'grabado', 'camara', 'habitacion', 'asusta', 'asustando', 'susto', 'duerme', 'durmiendo', 'amigo', 'compañero', 'mangelrogel', 'mangel', 'ataque', 'scream', 'scary', 'troll', 'scares', 'friend', 'room', 'mate', 'dark', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'lolazo', 'rofl', 'lulz', 'locuras', 'locura', 'loco', 'gato', 'cat', 'laser', 'laserz', 'ojos', 'infierno']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,17360487,474389,0,21412,0,PT2M20S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
DIRECTO | Karaoke Time Madafacars | Especial 400k Criaturitas del Señor,"Cantando canciones e intentando buscarle el sentido a las letras de algunas en directo! 
1-When Love takes over
2- Espossa Espossa asi no se me plancha MIX
3- Sweet Child Oh Mine
4-LA BAMBA
5- Queen- Want to Break Free
6- Blink 182 - All the small things
7-Michael Jackson - Smooth Criminal
8- ACDC - Highway to Hell",2012-10-26T22:03:51Z,"['directo', 'elrubius', 'rubius', 'elrubiusomg', 'karaoke', 'canta', 'cantando', 'especial', '400', '400mil', '400000']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,2589107,77681,0,2554,0,PT36M47S,2d,sd,false,rectangular,processed,public,youtube,True,True,False
Directo | ESPECIAL 400.000 Criaturitas del Señor | PreguntasYRespuestas pls,"Las preguntas hacedmelas por twittah ""rubiu5""

Esto ya no es directo! Ahora hago otro de Karaoke :D",2012-10-26T21:04:05Z,"['elrubius', 'rubius', 'elrubiusomg', 'directo', 'especial', '400', '400mil', 'mil', '400k', '400000', 'subs', 'suscriptores', 'subscriptores', 'karaoke', 'gato', 'cat', 'dnb', 'dubstep', 'cara', 'face', '2.0']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,1716249,61110,0,541,0,PT41M54S,2d,sd,false,rectangular,processed,public,youtube,True,True,False
Pokemon en 1 minuto,"Like y fap para mas juegos en 1 minuto que no duran 1 minuto! :D

Comentad que juegos quereis y tal y tal y tal.",2012-10-24T17:53:02Z,"['elrubius', 'elrubiusomg', 'rubius', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'lolazo', 'rofl', 'lulz', 'locuras', 'locura', 'loco', 'pokemon', 'poke', 'juego', 'gameplay', 'pikachu', 'caterpie', 'legendario', 'oak', 'profesor oak', 'masterball', 'resumen', 'rapido', 'cortes', 'texto', 'un', 'minuto', 'un minuto', '1 minuto', 'rubiusomg', 'colas', 'skyrim', 'minecraft', 'league of legends', 'review', 'analisis', 'critica', 'rage', 'voz']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,23682151,605618,0,31060,0,PT3M3S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
McPixel | EL GATO HATER Y LOS ALIENS PORREROS | Ep.2,"Like si quieres un gato hater que sepa escribir en un teclado!

Y para mas McPixel :'D",2012-10-21T15:52:59Z,"['elrubius', 'elrubiusomg', 'rubius', 'mcpixel', 'pixel', 'mc', 'mac', 'macpixel', 'gato', 'gata', 'vlog', 'apoderar', 'youtube', 'hater', 'piudipai', 'pewdiepie', 'gatos', 'videos', 'juego', 'epilepsia', 'bomba', '2d', 'retro', 'nueva', 'random', 'aleatorio', 'sinsentido', 'ep', 'sin sentido', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'lolazo', 'rofl', 'lulz', 'locuras', 'locura', 'loco']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,2983040,61919,0,5833,0,PT7M47S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
GTA IV | TELETUBBIES ASESINOS IN THE CITY | w/Mangel,"Like y fap si os acabamos de joder la infancia! :D  Y para mas GTA!

Canal del mahe: http://www.youtube.com/user/mangelrogel",2012-10-18T15:38:55Z,"['elrubius', 'elrubiusomg', 'rubius', 'gta', 'gta iv', 'gta v', 'grand', 'theft', 'auto', 'grand theft auto iv', 'iv', 'cuatro', 'mod', 'pc', 'mods', 'coche', 'coches', 'locos', 'multiplayer', 'multi', 'multijugador', 'mangel', 'mangelrogel', 'troll', 'trolleando', 'troleando', 'trols', 'trolls', 'teletubbies', 'telettubies', 'teletubies', 'asesinos', 'policia', 'ambulancia', 'ambulansia', 'guiri', 'accidente', 'volar', 'volador', 'lost', 'and', 'damned', 'gay', 'tony', 'max', 'maximum', 'settings', 'graficos', 'ultra', 'comentario', 'comentado', 'español', 'risas', 'lol', 'lolazo', 'rofl', 'locura', 'loco', 'red', 'bull', 'stratos', 'gameplay', 'random', 'over', 'the', 'rainbow']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,11575403,185023,0,10025,0,PT5M50S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
Sims 3 | LOS FANTASMAS QUIEREN DINEROS | Gordo y Padre a los 40 | ep.11,"Like y fap por ese fistro de niña que me laguea el PC!

Sorry por la tardanza en subir un video! Estos dias me iba a pedales el PC D:!",2012-10-15T17:39:07Z,"['elrubius', 'rubius', 'elrubiusomg', 'sims', 'sims 3', 'bebe', 'hijo', 'hija', 'casa', 'madre', 'embarazo', '11', 'fantasma', 'fantasmas', 'extremo', 'niño', 'mayor', 'embarazada', 'papadopoulos', 'episodio', 'capitulo nuevo', 'los', 'comentado', 'comentario', 'español', 'castellano', 'aventura', 'aventuras', 'virgen', 'gordo', 'feo', 'del', 'bosque', 'skyrim', 'mujeres', 'hembras', 'mcmenu', 'miedo', 'vecinos', 'cama', 'tres', 'habitacion', 'sofa', 'ordenador', 'wow', 'parte', 'cinco', 'otra', 'tia', 'estupida', 'fiesta', 'señor', 'gente', 'party', 'hard', 'party hard', 'niños', 'piscina', 'asistenta', 'folla', 'se', 'la', 'tira', 'se la tira', 'hombre']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,1958914,46871,0,3660,0,PT11M58S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
Minecraft | ANIMALES HABLANTES FOR THE WIN | Juegos del Hambre,"Like y fap para mas Minecraft! :D Volvemos a Juegos del Hambre!
Videos de Willy y Mahe:
Mangel: http://www.youtube.com/watch?v=5NrqkbqUpGE
Willy: http://www.youtube.com/watch?v=ZhCo0lQFSu4",2012-10-10T19:05:45Z,"['elrubius', 'elrubiusomg', 'rubius', 'minecraft', 'hunger', 'hunger games', 'games', 'juegos', 'hambre', 'juegos hambre', 'juegos del hambre', 'willyrex', 'mangel', 'mangelrogel', 'cerdo', 'gallina', 'oveja', 'vaca', 'hablando', 'hablantes', 'parlantes', 'contando', 'supervivencia', 'matar', 'pvp', 'server', 'online', 'multiplayer', 'multijugador', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'lolazo', 'rofl', 'lulz', 'locuras', 'locura', 'loco']",24,"['default', 'medium', 'high', 'standard']",es,4861888,99027,0,6451,0,PT7M32S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
Chatroulette | HACIENDO HAMIJOS MULTICULTURALES | TROLEANDO LIKE A BAUS,"Like y fap por el chino amador de caballos! :D Y para mas trolleos!

Camisetas Oficiales: http://www.latostadora.com/elrubius
Por fin subo CHatroulette! Poned en los comments mas sitios para trollear!",2012-10-07T15:44:20Z,"['elrubius', 'elrubiusomg', 'rubius', 'troll', 'trolleando', 'trol', 'trolleo', 'troleo', 'chatroulette', 'chat', 'roulette', 'chico', 'desmond', 'chino', 'meme', 'cancion', 'gangnam', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'lolazo', 'rofl', 'lulz', 'locuras', 'locura', 'loco', 'perdidos', 'lost', 'slumdog', 'millonaire', 'chateando', 'omegle', 'internet', 'amigos', 'cam', 'facecam', 'starbucks', 'hipster']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,26308510,480535,0,29308,0,PT4M20S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
Amnesia | EL SEÑOR LEON NO QUIERE QUE ENTRE A NARNIA D:! | Bugs Everywhere,"Like para mas miedo! (Y dentro de poco ire a la casa abandonada como prometi hace tiempo :P)

House of Creep 2. Recomendadme mas mapas/juegos con muchos sustos!",2012-10-04T17:18:00Z,"['elrubius', 'elrubiusomg', 'rubius', 'comentario', 'comentado', 'amnesia', 'grito', 'gritos', 'miedo', 'scary', 'creep', 'house of creep', 'house', 'susto', 'sustos', 'salto', 'monstruos', 'casa', 'narnia', 'leon', 'bug', 'bugs', 'pared', 'cae', 'cayendo', '2.0', 'acojone', 'fantasma', 'fantasmas', 'español', 'risa', 'risas', 'lol', 'lolazo', 'rofl', 'lulz', 'locuras', 'locura', 'loco']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,1988342,46027,0,8514,0,PT10M38S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
Sims 3 | ERES UNA MALA MADRE! | Gordo y Padre a los 40 | ep.10,"Like y fap para mas Sims! 

A ver como se le queda la cara al bebe cuando crezca... xD",2012-10-01T15:30:11Z,"['elrubius', 'rubius', 'elrubiusomg', 'sims', 'sims 3', 'bebe', 'hijo', 'hija', 'casa', 'madre', 'embarazo', '10', 'embarazada', 'pregnant', 'papadopoulos', 'episodio', 'capitulonuevo', 'los', 'comentado', 'comentario', 'español', 'castellano', 'aventura', 'aventuras', 'virgen', 'gordo', 'feo', 'del', 'bosque', 'skyrim', 'mujeres', 'hembras', 'mcmenu', 'miedo', 'vecinos', 'cama', 'tres', 'habitacion', 'sofa', 'ordenador', 'wow', 'parte', 'cinco', 'otra', 'tia', 'estupida', 'fiesta', 'señor', 'gente', 'party', 'hard', 'party hard', 'niños', 'niño', 'piscina', 'asistenta', 'sexy', 'esta', 'noche', 'follo', 'con', 'fatatas', 'folla', 'se', 'la', 'tira', 'se la tira', 'hombre']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,2379595,57618,0,5327,0,PT12M15S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
Minecraft | CREEPER STYLE (Parodia PSY - GANGNAM STYLE),"Like y fap para mas parodias/musicales! :D

Link al mp3 lololol: http://www38.zippyshare.com/v/38015051/file.html

Texturas usadas: Sphax PureBD Craft

Gracias a:

mangelrogel - https://www.youtube.com/user/mangelrogel
SrCheeto - https://www.youtube.com/user/CheetoSenior
Mariodickstroy - https://www.youtube.com/user/Mariodickstroy
HerobrineMS - @herobrineMS
Petoria

LETRA:

OPPA CREEPER STYLE

Me despierto en un mundo lleno de cubos
Todo esta pixelado y tengo muñones en los brazos
Intento no ser rudo pero que mierda de graficos
Voy a darle a ALT F4

Pero esperate, alomejor hay algo mas que hacer esperate
Ese arbol parece talable asi que esperate,
con esto me puedo hacer casas asi que esperate
VOY A HACERME UN TE

Construyendo, y terminando, mi casa, EH, mi creacion, EH
Y derrepente escucho algo, y me giro, es un creeper,
intenta explotarlo todo.

OPPA CREEPER STYLE

Pero  que ha pasado he perdido mis objetos
Me cago en este juego me esta poniendo de los nervios
Me lo estaba bien hasta que llego el creeper 
VOY A DARLE A ALT F4

Pero esperate, alomejor hay algo mas que hacer esperate,
Este pico parece que pica piedra asi que esperate,
voy a hacer una casa que aguante asi que esperate,
voy a hacerme un te.

Construyendo, esta vez con piedra, aguantara? Espero que si.
Y otra vez, escucho algo, es el creeper,
vuelve para intentar romperlo todo

OPPA CREEPER STYLE",2012-09-28T15:51:11Z,"['elrubius', 'elrubiusomg', 'rubius', 'cancion', 'cantando', 'minecraft', 'gangnam', 'style', 'gangnam style', 'oppa gangnam style', 'oppa', 'creeper', 'cerdo', 'gallina', 'vaca', 'baile', 'karaoke', 'song', 'sing', 'parody', 'parodia', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'lolazo', 'rofl', 'lulz', 'locuras', 'locura', 'loco', 'montaje', 'mongage', 'videoclip', 'clip', 'video']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,13220614,352183,0,21074,0,PT3M51S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
"Façade | NUNCA TOQUES LOS DILDOS DE DRAGON DE TUS AMIGOS, NUNCA!","Like por los Oscars, que se dan amor en las frias noches.

Dildos de dragon Powah! Para toda la familia :'D",2012-09-24T18:42:28Z,"['elrubius', 'elrubiusomg', 'rubius', 'amigos', 'casa', 'vecinos', 'cena', 'reunion', 'colegas', 'hombre', 'mujer', 'facade', 'façade', 'dildo', 'consolador', 'grande', 'gameplay', 'juego', 'raro', 'tamaños', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'lolazo', 'rofl', 'lulz', 'locuras', 'locura', 'loco', 'cubano', 'cubanos', 'beso', 'gato', 'cat', 'simulador', 'social', 'experimento']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,1264806,38146,0,3469,0,PT6M7S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
GTA IV | PROSTIFRUTAS VOLADORAS | Y cosas random w/Mangel,"Like si esta es la mejor arma que has visto en tu vida.

soloseadmiten25personitasnomasrfqwerqwq

Canal del Chulo: http://www.youtube.com/user/mangelrogel",2012-09-21T15:05:27Z,"['elrubius', 'elrubiusomg', 'rubius', 'gta', 'gta iv', 'gta v', 'grand', 'theft', 'auto', 'grand theft auto iv', 'iv', 'cuatro', 'mod', 'pc', 'mods', 'coche', 'coches', 'locos', 'multiplayer', 'multi', 'multijugador', 'mangel', 'mangelrogel', 'troll', 'trolleando', 'troleando', 'trols', 'trolls', 'carmageddon', 'choque', 'policia', 'ambulancia', 'ambulansia', 'guiri', 'accidente', 'volar', 'volador', 'lost', 'and', 'damned', 'gay', 'tony', 'max', 'maximum', 'settings', 'graficos', 'ultra', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'lolazo', 'rofl', 'lulz', 'locuras', 'locura', 'loco', 'liberty', 'city', 'liberty city', 'gameplay', 'random']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,7977643,130272,0,5717,0,PT5M41S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
Slender | SLENDERMAN QUIERE SUS PELUCHES DE VUELTA D:! | Mapa Elementary,"Like y fap para mas miedo! :D

Slendercillo vuelve a la escuela, y esta cabreado porque le robo sus osos amorosos lol",2012-09-18T21:01:22Z,"['elrubius', 'elrubiusomg', 'rubius', 'slender', 'slendercillo', 'slenderman', 'school', 'elementary', 'escuela', 'colegio', 'miedo', 'acojone', 'paranormal', 'fantasma', 'grito', 'gritos', 'solo', 'facecam', 'cam', 'webcam', 'grabado', 'cara', 'camara', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'lolazo', 'rofl', 'lulz', 'locuras', 'locura', 'loco']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,3284087,84468,0,7099,0,PT8M36S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
DIRECTO | Especial 300k SUBS! Minecraft - Juegos del Hambre con Willyrex y Mangel,"(Nada, hoy tampoco ha salido bien el streaming por culpa de que mi compañia de internet va como el culo. Una pena porque me apetecia jugar contra vosotros y que quedara grabado D:!) 
El directo de TF2 lo he borrado! Que se petaba el video en el minuto 15... Sorry muyayos

Y esto ya no es directo obviamente :P",2012-09-16T20:04:47Z,"['directo', 'elrubius', 'rubiusomg', 'elrubiusomg', 'minecraft', 'juegos', 'hambre']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,1460672,34541,0,811,0,PT29M37S,2d,sd,false,rectangular,processed,public,youtube,True,True,False
McPixel | MI GATO QUIERE APODERARSE DE YUTUF! | Ep.1,"Like por mi nueva gata awesome y para mas capitulos de este juego random de cuyones! xD

Voy a aclarar unas cosas. Primero: Si, obviamente﻿ vi hace tiempo que Pewdiepie subió este juego, y nunca me paré a ver uno de esos videos mas de 2 minutos, pero me dio tiempo para saber que era un juego divertido y random que tambien os podria gustar a vosotros (a mi por lo menos me ha encantado :P) Cada uno es libre de grabar y jugar a lo que quiera, y mas cuando esto es un hobby que todos compartimos (el mismo lo dice)
Asi que si os sentis estafados/defraudados o algo sois libres de desuscribiros. Este es mi canal y subire siempre lo que a mi me﻿ parezca divertido y con lo que mejor me lo pase. Obviamente si otro canal de humor sube un juego que veo que es cojonudo, lo querre probar yo tambien. Y siempre editandolo y comentandolo a mi manera. PD: Un dato curioso: Yo subia Happy Wheels antes que Pewdie :P


Gracias a gm2lokillo por dejarme el juego (L)
http://www.youtube.com/user/iGm2lokillo",2012-09-10T21:44:48Z,"['elrubius', 'elrubiusomg', 'rubius', 'mcpixel', 'pixel', 'mc', 'mac', 'macpixel', 'gato', 'gata', 'vlog', 'apoderar', 'youtube', 'gatos', 'videos', 'juego', 'epilepsia', 'bomba', '2d', 'retro', 'nueva', 'random', 'aleatorio', 'sinsentido', 'sin sentido', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'lolazo', 'rofl', 'lulz', 'locuras', 'locura', 'loco']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,3786852,81758,0,7185,0,PT11M1S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
Sims 3 | EL HOMBRE QUE MIRABA FIJAMENTE | Gordo y gordo a los 40,"Like y fap para mas Sims! 

Poned en los comments si os gustaria un capi en directo!",2012-09-07T18:08:12Z,"['elrubius', 'rubius', 'elrubiusomg', 'sims', 'sims 3', 'papadopoulos', 'ep', 'episodio', 'capitulo', 'nueve', 'nuevo', 'los', 'comentado', 'comentario', 'español', 'castellano', 'aventura', 'aventuras', 'virgen', 'gordo', 'feo', 'del', 'bosque', 'skyrim', 'mujeres', 'hembras', 'mcmenu', 'miedo', 'vecinos', 'cama', 'tres', 'casa', 'habitacion', 'sofa', 'ordenador', 'wow', 'parte', 'cinco', 'otra', 'tia', 'estupida', 'fiesta', 'señor', 'gente', 'party', 'hard', 'party hard', 'niños', 'niño', 'piscina', 'asistenta', 'sexy', 'esta', 'noche', 'follo', 'con', 'fatatas', 'folla', 'se', 'la', 'tira', 'se la tira', 'hombre']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,1741165,43267,0,5547,0,PT6M23S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
Slender | MI VECINA SE CABREA :( | Mapa nuevo!,"Like por el tio que se parece a mi lol. Es buen zagal.

El mapa se llama Hospice! Buscalo en google :D Es gratis!",2012-09-04T22:01:35Z,"['elrubius', 'elrubiusomg', 'rubius', 'slender', 'hospice', 'miedo', 'cague', 'grito', 'gritos', 'nena', 'acojone', 'fantasme', 'slenderman', 'mapa', 'mod', 'oscuro', 'oscuras', 'fotos', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'lolazo', 'rofl', 'lulz', 'locuras', 'locura', 'loco']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,3373911,78225,0,7924,0,PT6M2S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
DIRECTO | INDEPENDENCE DAY w/Mangel,"Ya estamos viviendo juntos! Haz preguntas por twitter poniendo #AskRubiusMahe
Like para que mangel se ponga la mascara negra de latex!

Canal de mahe: https://www.youtube.com/mangelrogel
(esto ya ha sido emitido, no es en directo :P)",2012-09-02T21:40:21Z,"['directo', 'rubius', 'elrubius', 'elrubiusomg', 'mangel', 'mangelrogel', 'stream', 'streaming', 'casa', 'nueva', 'piso', 'vivir', 'viviendo', 'juntos']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,2732009,75013,0,1570,0,PT46M40S,2d,sd,false,rectangular,processed,public,youtube,True,True,False
GTA IV | COCHES LOCOS,"Like por el pobre señor guiri para que no sufra! 

Se supone que esto funciona online tambien, asi que si os gusta subire uno jugando con mangel

Mods!
http://www.gtagaming.com/downloads",2012-08-26T20:34:58Z,"['elrubius', 'elrubiusomg', 'rubius', 'gta', 'gta iv', 'gta v', 'grand', 'theft', 'auto', 'grand theft auto iv', 'iv', 'cuatro', 'mod', 'pc', 'mods', 'coche', 'coches', 'locos', 'carmageddon', 'choque', 'policia', 'ambulancia', 'ambulansia', 'guiri', 'accidente', 'volar', 'volador', 'lost', 'and', 'damned', 'gay', 'tony', 'max', 'maximum', 'settings', 'graficos', 'ultra', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'lolazo', 'rofl', 'lulz', 'locuras', 'locura', 'loco', 'johnny', 'moto', 'de', 'bill', 'liberty', 'city', 'liberty city', 'ciudad', 'nueva', 'york', 'nuevo', 'gameplay']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,3991646,76378,0,5299,0,PT3M39S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
Techno Kitten Adventure | EPILEPSIA Y DELFINES CON SOMBRERO,"Like para ayudar contra el cancer de frente de gato. Y porque es el juego mas epico de tu vida.

Juego random de la semana! Ya hare mas de otras cosas que encuentre por ahi o que me mandeis :P",2012-08-24T19:41:37Z,"['elrubius', 'elrubiusomg', 'rubius', 'techno', 'kitten', 'adventures', 'techno kitten', 'cat', 'gato', 'tekno', 'tecno', 'kitty', 'rosa', 'techno kitten adventures', 'arcoiris', 'carne', 'meat', 'pack', 'bacon', 'gracioso', 'humor', 'epilepsia', 'pony', 'unicornio', 'delfines', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'lolazo', 'rofl', 'lulz', 'locuras', 'locura', 'loco']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,2414645,73269,0,7136,0,PT6M45S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
Slender | TE DIJE QUE NO SALTARAS LA VALLA!,"Nunca mires hacia atras me decian, que lo vas a pasar muy mal me decian.

Like por la fiesta de pijamas :D
Mas amnesia pronto!",2012-08-21T20:16:45Z,"['slender', 'slenderman', 'elrubius', 'rubius', 'elrubiusomg', 'miedo', 'cague', 'comentario', 'comentado', 'español', 'bosque', 'hombre', 'alto', 'calcetin', 'cabeza', 'fiesta', 'pijamas', 'no', 'estoy', 'invitado', 'caratriste', 'mapas', 'mucho miedo', 'sustos', 'acojonante', 'pis', 'en', 'pantalones', 'humor', 'risa', 'terror', 'oscuro', 'oscuras', 'cam', 'webcam', 'camara', 'persona', 'jesulin de ubrique']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,2611021,67098,0,9948,0,PT10M41S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
Sims 3 | Virgen y gordo a los 40 Ep.8 FLAMENCOS EVERYWHERE,"Like por (spoilers) lol

Pase lo que pase en este capitulo, seguire haciendo mas :D

Papadopoulos y sus aventuras de gordo-virgen. Encontrará la felicidad en el conejo de una Sim hembra?",2012-08-15T19:14:49Z,"['elrubius', 'rubius', 'elrubiusomg', 'sims', 'sims 3', 'papadopoulos', 'papadapoulos', 'los', 'comentado', 'comentario', 'español', 'aventura', 'aventuras', 'virgen', 'gordo', 'feo', 'del', 'bosque', 'skyrim', 'mujeres', 'hembras', 'mcmenu', 'miedo', 'vecinos', 'cama', 'episodio', 'ep', 'capitulo', 'tres', 'manifestacion', 'taxi', 'pis', 'orina', 'orin', 'casa', 'habitacion', 'sofa', 'ordenador', 'wow', 'parte', 'cinco', 'otra', 'tia', 'estupida', 'fiesta', 'señor', 'gente', 'party', 'hard', 'party hard', 'niños', 'niño', 'piscina', 'asistenta', 'sexy', 'esta', 'noche', 'follo', 'con', 'fatatas', 'folla', 'se', 'la', 'tira', 'se la tira']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,1749565,50794,0,4690,0,PT7M34S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
Sumotori Dreams - CAJAS BORRACHAS FTW,"Like si este es el mejor juego de la historia de hoy. (Para mi lo ha sido lol)

Relajad vuestras tetas, habrá sims 3 dentro de poco!",2012-08-12T14:57:15Z,"['elrubius', 'rubius', 'elrubiusomg', 'sumotori', 'dreams', 'sumotori dreams', 'spanish', 'español', 'comentado', 'comentario', 'cajas', 'minecraft', 'pelea', 'sumo', 'wrestling', 'borracho', 'retrasado', 'olimpiadas', 'gracioso', 'funny', 'jararajajajajues', 'jues', 'jaja', 'lol', 'lulz', 'rofl', 'risa', 'risas', 'descojono', 'descojone', 'desmelena', 'locuras', 'loco', 'no', 'tendra', 'graficazos', 'pero', 'es', 'mejor', 'que', 'el', 'cod']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,4473349,102055,0,7067,0,PT8M27S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
